形态,stock_code,date_start,date_end,score,c1,c2,c3,股票名称,地区,行业,市场类型,上市状态,上市日期,是否沪深港通标的,企业性质,同花顺链接
V字形,600246.SH,2026-01-19,2026-01-21,61.1662,12.74,12.46,13.71,万通发展,北京,区域地产,主板,L,2000-09-22 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/600246/
V字形,603421.SH,2026-01-16,2026-01-20,60.6479,7.44,7.2,7.92,鼎信通讯,山东,通信设备,主板,L,2016-10-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603421/
V字形,601330.SH,2026-03-09,2026-03-11,60.4623,7.62,7.61,8.37,绿色动力,深圳,环境保护,主板,L,2018-06-11 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/601330/
V字形,301387.SZ,2026-03-06,2026-03-10,60.0732,59.37,58.9,64.83,光大同创,深圳,元器件,创业板,L,2023-04-18 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301387/
V字形,603331.SH,2026-03-06,2026-03-10,59.8849,16.67,16.19,17.28,百达精工,浙江,专用机械,主板,L,2017-07-05 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603331/
V字形,301160.SZ,2026-03-06,2026-03-10,59.8781,64.21,63.38,66.93,翔楼新材,江苏,机械基件,创业板,L,2022-06-06 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301160/
V字形,300986.SZ,2026-01-21,2026-01-23,59.7844,34.8,33.2,39.84,志特新材,江西,建筑工程,创业板,L,2021-04-30 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300986/
V字形,002300.SZ,2026-02-02,2026-02-04,59.4111,8.7,8.69,9.56,太阳电缆,福建,电气设备,主板,L,2009-10-21 00:00:00,N,外资,https://stockpage.10jqka.com.cn/002300/
V字形,688662.SH,2026-03-06,2026-03-10,59.3461,65.75,62.15,71.78,富信科技,广东,元器件,科创板,L,2021-04-01 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688662/
V字形,301270.SZ,2026-02-05,2026-02-09,59.0494,37.88,37.63,39.96,汉仪股份,北京,软件服务,创业板,L,2022-08-31 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301270/
V字形,300115.SZ,2026-03-06,2026-03-10,58.531,35.45,34.85,36.57,长盈精密,深圳,元器件,创业板,L,2010-09-02 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300115/
V字形,002419.SZ,2026-01-07,2026-01-09,57.9313,5.68,5.63,6.03,天虹股份,深圳,百货,主板,L,2010-06-01 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/002419/
V字形,688036.SH,2026-02-03,2026-02-05,57.8299,58.43,58.3,61.33,传音控股,深圳,通信设备,科创板,L,2019-09-30 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688036/
V字形,300843.SZ,2026-03-06,2026-03-10,57.744,54.69,53.97,58.9,胜蓝股份,广东,元器件,创业板,L,2020-07-02 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300843/
V字形,301201.SZ,2026-03-06,2026-03-10,57.6712,42.75,42.61,45.24,诚达药业,浙江,生物制药,创业板,L,2022-01-20 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301201/
V字形,600345.SH,2026-02-04,2026-02-06,57.6072,37.11,36.36,40.0,长江通信,湖北,通信设备,主板,L,2000-12-22 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/600345/
V字形,000839.SZ,2026-03-06,2026-03-10,57.4902,3.31,3.29,3.62,国安股份,北京,综合类,主板,L,1997-10-31 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/000839/
V字形,603757.SH,2025-12-15,2025-12-17,57.4324,38.15,38.0,41.8,大元泵业,浙江,机械基件,主板,L,2017-07-11 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603757/
V字形,002326.SZ,2025-12-24,2025-12-26,57.3528,24.77,24.6,27.06,永太科技,浙江,化工原料,主板,L,2009-12-22 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002326/
V字形,301348.SZ,2026-01-16,2026-01-20,57.2952,34.37,32.01,35.87,蓝箭电子,广东,半导体,创业板,L,2023-08-10 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301348/
V字形,301138.SZ,2026-01-15,2026-01-19,57.2135,42.66,42.47,46.95,华研精机,广东,专用机械,创业板,L,2021-12-15 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301138/
V字形,601212.SH,2025-12-18,2025-12-22,57.1313,5.22,5.18,5.7,白银有色,甘肃,铜,主板,L,2017-02-15 00:00:00,H,其他,https://stockpage.10jqka.com.cn/601212/
V字形,002756.SZ,2025-12-24,2025-12-26,57.0091,51.93,50.46,55.51,永兴材料,浙江,小金属,主板,L,2015-05-15 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002756/
V字形,300043.SZ,2025-12-30,2026-01-05,56.5312,5.67,5.65,6.0,星辉娱乐,广东,互联网,创业板,L,2010-01-20 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300043/
V字形,301550.SZ,2026-03-06,2026-03-10,56.502,149.16,145.0,152.3,斯菱智驱,浙江,汽车配件,创业板,L,2023-09-15 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301550/
V字形,688605.SH,2026-03-06,2026-03-10,56.3605,63.2,62.0,65.29,先锋精科,江苏,半导体,科创板,L,2024-12-12 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688605/
V字形,688766.SH,2026-01-23,2026-01-27,56.3223,225.34,222.22,255.0,普冉股份,上海,半导体,科创板,L,2021-08-23 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688766/
V字形,001283.SZ,2026-03-06,2026-03-10,56.1392,62.46,61.63,64.15,豪鹏科技,深圳,电气设备,主板,L,2022-09-05 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/001283/
V字形,002706.SZ,2026-03-06,2026-03-10,56.0587,11.76,11.73,12.6,良信股份,上海,电气设备,主板,L,2014-01-21 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002706/
V字形,002297.SZ,2026-03-06,2026-03-10,56.0161,12.34,12.18,12.9,博云新材,湖南,航空,主板,L,2009-09-29 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/002297/
V字形,603211.SH,2026-03-06,2026-03-10,55.9667,21.22,21.12,22.58,晋拓股份,上海,汽车配件,主板,L,2022-07-25 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603211/
V字形,002246.SZ,2026-01-15,2026-01-19,55.9123,19.94,19.85,21.28,北化股份,四川,化工原料,主板,L,2008-06-05 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/002246/
V字形,688516.SH,2026-01-06,2026-01-08,55.6132,53.56,52.3,58.5,奥特维,江苏,专用机械,科创板,L,2020-05-21 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688516/
V字形,002194.SZ,2026-03-06,2026-03-10,55.5496,12.15,12.01,12.61,武汉凡谷,湖北,通信设备,主板,L,2007-12-07 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002194/
V字形,605258.SH,2026-03-06,2026-03-10,55.2811,35.0,34.68,36.61,协和电子,江苏,元器件,主板,L,2020-12-03 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/605258/
V字形,300709.SZ,2026-03-06,2026-03-10,55.2429,42.6,42.18,45.0,精研科技,江苏,元器件,创业板,L,2017-10-19 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300709/
V字形,600149.SH,2026-02-27,2026-03-03,55.0802,6.29,6.06,6.34,廊坊发展,河北,综合类,主板,L,1999-10-14 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/600149/
V字形,301179.SZ,2026-02-27,2026-03-03,55.0541,17.86,17.68,18.88,泽宇智能,江苏,软件服务,创业板,L,2021-12-08 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301179/
V字形,601929.SH,2026-02-05,2026-02-09,54.9662,3.73,3.71,3.94,吉视传媒,吉林,影视音像,主板,L,2012-02-23 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/601929/
V字形,301628.SZ,2026-03-06,2026-03-10,54.6093,111.91,108.99,116.17,强达电路,深圳,元器件,创业板,L,2024-10-31 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301628/
V字形,603667.SH,2026-03-06,2026-03-10,54.3493,72.57,72.05,76.48,五洲新春,浙江,机械基件,主板,L,2016-10-25 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603667/
V字形,688157.SH,2026-03-06,2026-03-10,54.3046,39.12,38.31,41.34,松井股份,湖南,染料涂料,科创板,L,2020-06-09 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688157/
V字形,301667.SZ,2025-12-25,2025-12-29,54.1437,84.28,81.9,90.8,纳百川,浙江,汽车配件,创业板,L,2025-12-23 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301667/
V字形,600097.SH,2026-01-28,2026-01-30,53.8368,11.92,11.85,12.3,开创国际,上海,渔业,主板,L,1997-06-19 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/600097/
V字形,300147.SZ,2026-01-16,2026-01-20,53.7384,9.2,9.08,9.72,ST香雪,广东,中成药,创业板,L,2010-12-15 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300147/
V字形,688260.SH,2026-03-06,2026-03-10,53.6513,30.05,29.33,31.13,昀冢科技,江苏,元器件,科创板,L,2021-04-06 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688260/
V字形,300777.SZ,2026-01-14,2026-01-16,53.4856,41.52,41.25,45.55,中简科技,江苏,化纤,创业板,L,2019-05-16 00:00:00,S,其他,https://stockpage.10jqka.com.cn/300777/
V字形,688711.SH,2026-02-10,2026-02-12,53.3592,30.85,30.77,33.02,宏微科技,江苏,半导体,科创板,L,2021-09-01 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688711/
V字形,300508.SZ,2026-03-06,2026-03-10,53.3222,41.97,41.38,43.61,维宏股份,上海,软件服务,创业板,L,2016-04-19 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300508/
V字形,605178.SH,2026-01-08,2026-01-12,53.2587,55.77,55.5,60.18,时空科技,北京,装修装饰,主板,L,2020-08-21 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/605178/
V字形,603912.SH,2026-03-06,2026-03-10,53.2131,9.58,9.52,10.04,佳力图,江苏,专用机械,主板,L,2017-11-01 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603912/
V字形,002460.SZ,2026-02-12,2026-02-24,53.1171,66.82,66.32,69.99,赣锋锂业,江西,小金属,主板,L,2010-08-10 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002460/
V字形,000559.SZ,2026-03-06,2026-03-10,52.8691,17.89,17.66,18.37,万向钱潮,浙江,汽车配件,主板,L,1994-01-10 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/000559/
V字形,688141.SH,2026-03-06,2026-03-10,52.825,53.89,51.21,54.94,杰华特,浙江,半导体,科创板,L,2022-12-23 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688141/
V字形,605588.SH,2026-03-06,2026-03-10,52.7612,54.89,53.62,56.7,冠石科技,江苏,元器件,主板,L,2021-08-12 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/605588/
V字形,600531.SH,2026-02-12,2026-02-24,52.717,16.71,16.23,17.53,豫光金铅,河南,铅锌,主板,L,2002-07-30 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/600531/
V字形,301327.SZ,2026-01-07,2026-01-09,52.5896,60.47,60.4,64.01,华宝新能,深圳,电气设备,创业板,L,2022-09-19 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301327/
V字形,603090.SH,2026-03-06,2026-03-10,52.3327,71.33,69.84,73.1,宏盛股份,江苏,专用机械,主板,L,2016-08-31 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603090/
V字形,301568.SZ,2026-03-06,2026-03-10,52.2307,56.65,56.25,60.26,思泰克,福建,专用机械,创业板,L,2023-11-28 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301568/
V字形,002986.SZ,2026-03-03,2026-03-05,52.1839,14.74,14.55,16.01,宇新股份,广东,化工原料,主板,L,2020-06-02 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002986/
V字形,688130.SH,2025-12-30,2026-01-05,52.1789,21.0,20.94,21.7,晶华微,浙江,半导体,科创板,L,2022-07-29 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688130/
V字形,301538.SZ,2026-03-06,2026-03-10,52.169,80.0,79.67,85.45,骏鼎达,深圳,塑料,创业板,L,2024-03-20 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301538/
V字形,688218.SH,2026-03-06,2026-03-10,52.1646,20.95,20.7,21.67,江苏北人,江苏,专用机械,科创板,L,2019-12-11 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688218/
V字形,920855.BJ,2026-01-28,2026-01-30,52.1248,19.47,19.16,20.17,浙江大农,浙江,机床制造,北交所,L,2022-12-29 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920855/
V字形,002506.SZ,2026-02-27,2026-03-03,52.0323,5.01,4.69,5.16,协鑫集成,上海,电气设备,主板,L,2010-11-18 00:00:00,S,外资,https://stockpage.10jqka.com.cn/002506/
V字形,002931.SZ,2026-03-06,2026-03-10,52.011,80.62,78.25,83.81,锋龙股份,浙江,机械基件,主板,L,2018-04-03 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/002931/
V字形,002725.SZ,2026-03-06,2026-03-10,51.9385,16.59,16.29,17.12,跃岭股份,浙江,汽车配件,主板,L,2014-01-29 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/002725/
V字形,002866.SZ,2026-03-06,2026-03-10,51.9363,19.09,19.01,19.99,传艺科技,江苏,IT设备,主板,L,2017-04-26 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002866/
V字形,300809.SZ,2026-03-06,2026-03-10,51.9008,35.2,34.57,36.05,华辰装备,江苏,机床制造,创业板,L,2019-12-04 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300809/
V字形,601689.SH,2026-03-06,2026-03-10,51.8958,64.11,63.21,65.16,拓普集团,浙江,汽车配件,主板,L,2015-03-19 00:00:00,H,外资,https://stockpage.10jqka.com.cn/601689/
V字形,920092.BJ,2026-01-08,2026-01-12,51.7934,44.3,43.41,47.99,汉鑫科技,山东,软件服务,北交所,L,2021-11-15 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920092/
V字形,300426.SZ,2026-02-05,2026-02-09,51.7423,9.2,9.06,9.73,华智数媒,浙江,影视音像,创业板,L,2015-02-17 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/300426/
V字形,002536.SZ,2026-03-06,2026-03-10,51.5994,36.47,34.63,38.09,飞龙股份,河南,汽车配件,主板,L,2011-01-11 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002536/
V字形,300503.SZ,2026-03-06,2026-03-10,51.5498,49.4,49.06,50.8,昊志机电,广东,机械基件,创业板,L,2016-03-09 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300503/
V字形,000792.SZ,2026-02-12,2026-02-24,51.4792,34.01,33.66,35.66,盐湖股份,青海,农药化肥,主板,L,1997-09-04 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/000792/
V字形,920092.BJ,2025-12-17,2025-12-19,51.4173,41.27,39.54,43.5,汉鑫科技,山东,软件服务,北交所,L,2021-11-15 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920092/
V字形,688160.SH,2026-03-06,2026-03-10,51.4113,115.87,114.35,119.2,步科股份,上海,电器仪表,科创板,L,2020-11-12 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688160/
V字形,300197.SZ,2026-01-20,2026-01-22,51.2083,1.8,1.79,1.84,节能铁汉,深圳,环境保护,创业板,L,2011-03-29 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/300197/
V字形,002916.SZ,2026-01-14,2026-01-16,51.2004,222.82,222.5,232.66,深南电路,深圳,元器件,主板,L,2017-12-13 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/002916/
V字形,301361.SZ,2026-03-06,2026-03-10,51.1284,41.09,40.72,43.57,众智科技,河南,电气设备,创业板,L,2022-11-16 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301361/
V字形,301313.SZ,2026-02-05,2026-02-09,51.0263,30.4,30.13,31.76,凡拓数创,广东,文教休闲,创业板,L,2022-09-30 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301313/
V字形,300327.SZ,2026-01-16,2026-01-20,51.0146,30.25,30.02,31.28,中颖电子,上海,半导体,创业板,L,2012-06-13 00:00:00,S,其他,https://stockpage.10jqka.com.cn/300327/
V字形,603728.SH,2026-03-06,2026-03-10,50.9677,62.74,62.3,63.98,鸣志电器,上海,电气设备,主板,L,2017-05-09 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603728/
V字形,301413.SZ,2026-03-06,2026-03-10,50.8771,128.86,126.89,132.2,安培龙,深圳,电器仪表,创业板,L,2023-12-18 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301413/
V字形,920634.BJ,2026-01-26,2026-01-28,50.7448,32.24,30.5,34.04,新威凌,湖南,铅锌,北交所,L,2022-11-24 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920634/
V字形,600888.SH,2025-12-24,2025-12-26,50.6303,7.98,7.95,8.22,新疆众和,新疆,铝,主板,L,1996-02-15 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/600888/
V字形,301581.SZ,2026-03-06,2026-03-10,50.4051,50.1,49.41,51.11,黄山谷捷,安徽,半导体,创业板,L,2025-01-03 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/301581/
V字形,002207.SZ,2026-01-26,2026-01-28,50.3733,9.41,9.24,10.16,准油股份,新疆,石油开采,主板,L,2008-01-28 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/002207/
V字形,605277.SH,2026-02-05,2026-02-09,50.3159,24.47,24.18,25.15,新亚电子,浙江,元器件,主板,L,2021-01-06 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/605277/
V字形,301631.SZ,2026-03-06,2026-03-10,50.2723,93.61,92.94,96.61,壹连科技,深圳,元器件,创业板,L,2024-11-22 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301631/
V字形,688593.SH,2026-01-30,2026-02-03,50.2522,24.76,24.13,26.42,新相微,上海,半导体,科创板,L,2023-06-01 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688593/
V字形,300447.SZ,2026-03-06,2026-03-10,50.0895,21.36,20.74,21.97,全信股份,江苏,电气设备,创业板,L,2015-04-22 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300447/
V字形,603006.SH,2026-03-06,2026-03-10,50.0203,13.54,13.44,14.05,联明股份,上海,汽车配件,主板,L,2014-06-30 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603006/
V字形,002815.SZ,2026-03-06,2026-03-10,49.91,15.1,14.79,15.69,崇达技术,深圳,元器件,主板,L,2016-10-12 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002815/
V字形,603444.SH,2026-03-06,2026-03-10,49.8694,388.76,381.0,392.65,吉比特,福建,互联网,主板,L,2017-01-04 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603444/
V字形,301449.SZ,2026-03-06,2026-03-10,49.8514,74.66,74.12,76.67,天溯计量,深圳,电器仪表,创业板,L,2025-12-23 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301449/
V字形,000586.SZ,2026-03-06,2026-03-10,49.7735,15.89,15.7,16.68,汇源通信,四川,通信设备,主板,L,1995-12-20 00:00:00,N,其他,https://stockpage.10jqka.com.cn/000586/
V字形,920198.BJ,2026-01-08,2026-01-12,49.7656,11.22,10.92,11.77,微创光电,湖北,IT设备,北交所,L,2020-07-27 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/920198/
V字形,300426.SZ,2026-02-03,2026-02-05,49.7567,8.91,8.86,9.2,华智数媒,浙江,影视音像,创业板,L,2015-02-17 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/300426/
V字形,603978.SH,2025-12-24,2025-12-26,49.7409,29.11,28.83,31.71,深圳新星,深圳,小金属,主板,L,2017-08-07 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603978/
V字形,000007.SZ,2026-03-06,2026-03-10,49.6802,13.27,13.23,14.09,全新好,深圳,其他商业,主板,L,1992-04-13 00:00:00,N,其他,https://stockpage.10jqka.com.cn/000007/
V字形,920509.BJ,2025-12-19,2025-12-23,49.6503,37.21,36.72,39.09,同惠电子,江苏,电器仪表,北交所,L,2021-01-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920509/
V字形,300852.SZ,2026-03-06,2026-03-10,49.4225,48.36,47.0,50.34,四会富仕,广东,元器件,创业板,L,2020-07-13 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300852/
V字形,603083.SH,2026-03-06,2026-03-10,49.3083,114.78,111.27,120.1,剑桥科技,上海,通信设备,主板,L,2017-11-10 00:00:00,H,外资,https://stockpage.10jqka.com.cn/603083/
V字形,603893.SH,2026-01-08,2026-01-12,49.1537,188.87,187.44,197.0,瑞芯微,福建,半导体,主板,L,2020-02-07 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603893/
V字形,603421.SH,2026-03-06,2026-03-10,49.1132,8.41,8.37,9.21,鼎信通讯,山东,通信设备,主板,L,2016-10-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603421/
V字形,300894.SZ,2026-02-05,2026-02-09,49.0833,11.69,11.67,12.05,火星人,浙江,家用电器,创业板,L,2020-12-31 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300894/
V字形,688498.SH,2026-01-05,2026-01-07,49.0302,664.0,646.0,700.7,源杰科技,陕西,半导体,科创板,L,2022-12-21 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688498/
V字形,688589.SH,2026-03-06,2026-03-10,48.9976,23.8,23.73,24.86,力合微,深圳,半导体,科创板,L,2020-07-22 00:00:00,N,其他,https://stockpage.10jqka.com.cn/688589/
V字形,300899.SZ,2026-03-06,2026-03-10,48.9796,40.68,40.04,42.4,*ST凯鑫,上海,环境保护,创业板,L,2020-10-16 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300899/
V字形,603186.SH,2026-02-05,2026-02-09,48.9413,66.35,66.12,72.35,华正新材,浙江,元器件,主板,L,2017-01-03 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603186/
V字形,002425.SZ,2026-02-05,2026-02-09,48.8781,3.84,3.83,3.99,凯撒文化,广东,互联网,主板,L,2010-06-08 00:00:00,N,外资,https://stockpage.10jqka.com.cn/002425/
V字形,002156.SZ,2026-02-05,2026-02-09,48.8498,47.72,46.9,48.84,通富微电,江苏,半导体,主板,L,2007-08-16 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002156/
V字形,301529.SZ,2025-12-23,2025-12-25,48.8349,86.55,86.54,90.13,福赛科技,安徽,汽车配件,创业板,L,2023-09-11 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301529/
V字形,688727.SH,2026-03-06,2026-03-10,48.8107,51.24,50.22,52.39,恒坤新材,福建,半导体,科创板,L,2025-11-18 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688727/
V字形,301022.SZ,2026-03-06,2026-03-10,48.7755,31.96,31.62,32.93,海泰科,山东,专用机械,创业板,L,2021-07-02 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301022/
V字形,688630.SH,2026-03-06,2026-03-10,48.7212,188.48,178.5,192.72,芯碁微装,安徽,专用机械,科创板,L,2021-04-01 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688630/
V字形,002050.SZ,2026-03-06,2026-03-10,48.623,47.71,46.99,48.44,三花智控,浙江,家用电器,主板,L,2005-06-07 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002050/
V字形,603833.SH,2026-01-08,2026-01-12,48.5679,53.68,52.61,55.0,欧派家居,广东,家居用品,主板,L,2017-03-28 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603833/
V字形,301011.SZ,2026-03-06,2026-03-10,48.4934,23.75,23.52,24.5,华立科技,广东,文教休闲,创业板,L,2021-06-17 00:00:00,N,外资,https://stockpage.10jqka.com.cn/301011/
V字形,600744.SH,2026-03-03,2026-03-05,48.1928,8.39,8.22,9.04,华银电力,湖南,火力发电,主板,L,1996-09-05 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/600744/
V字形,600288.SH,2026-02-11,2026-02-13,48.1526,15.54,15.5,15.85,大恒科技,北京,元器件,主板,L,2000-11-29 00:00:00,H,其他,https://stockpage.10jqka.com.cn/600288/
V字形,603076.SH,2026-02-12,2026-02-24,48.1349,25.95,25.86,27.18,乐惠国际,浙江,专用机械,主板,L,2017-11-13 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603076/
V字形,000155.SZ,2026-02-12,2026-02-24,48.0511,12.81,12.73,13.26,川能动力,四川,新型电力,主板,L,2000-09-26 00:00:00,S,地方国有企业,https://stockpage.10jqka.com.cn/000155/
V字形,300227.SZ,2026-01-14,2026-01-16,47.9013,10.01,9.97,10.48,光韵达,深圳,专用机械,创业板,L,2011-06-08 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300227/
V字形,300310.SZ,2026-02-05,2026-02-09,47.8457,6.81,6.74,7.04,宜通世纪,广东,通信设备,创业板,L,2012-04-25 00:00:00,S,其他,https://stockpage.10jqka.com.cn/300310/
V字形,300421.SZ,2026-03-06,2026-03-10,47.8417,26.0,25.77,26.67,力星股份,江苏,机械基件,创业板,L,2015-02-17 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300421/
V字形,603110.SH,2026-03-06,2026-03-10,47.8116,17.4,17.31,18.1,东方材料,安徽,染料涂料,主板,L,2017-10-13 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603110/
V字形,301488.SZ,2026-03-06,2026-03-10,47.7975,137.99,136.1,138.97,豪恩汽电,深圳,汽车配件,创业板,L,2023-07-04 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301488/
V字形,688280.SH,2026-03-06,2026-03-10,47.7692,10.65,10.39,11.16,精进电动-UW,北京,汽车配件,科创板,L,2021-10-27 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688280/
V字形,300841.SZ,2026-03-06,2026-03-10,47.7638,62.2,61.75,63.91,康华生物,四川,生物制药,创业板,L,2020-06-16 00:00:00,S,其他,https://stockpage.10jqka.com.cn/300841/
V字形,301257.SZ,2026-03-06,2026-03-10,47.6694,64.02,62.15,65.13,普蕊斯,上海,医疗保健,创业板,L,2022-05-17 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301257/
V字形,920068.BJ,2026-03-06,2026-03-10,47.658,21.16,20.93,21.97,天工股份,江苏,小金属,北交所,L,2025-05-13 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920068/
V字形,603580.SH,2026-02-04,2026-02-06,47.6289,14.12,13.93,14.63,*ST艾艾,上海,塑料,主板,L,2017-05-25 00:00:00,N,外资,https://stockpage.10jqka.com.cn/603580/
V字形,605598.SH,2026-01-06,2026-01-08,47.2865,66.78,65.97,69.83,上海港湾,上海,建筑工程,主板,L,2021-09-17 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/605598/
V字形,603353.SH,2026-01-22,2026-01-26,47.2613,32.33,31.75,34.93,和顺石油,湖南,石油贸易,主板,L,2020-04-07 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603353/
